JobTitle,Company,Location,Salary,PostDate,Summary,JobUrl
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mmID483TVeCKmyQGO6O4B6e0DEk3ZCmLw5GZwYOBcWve3XcUI-nSDsIe24v6eKlBxaiwcdOzwEN82ZAlvhpf8OS6EGQncAT7l8B-0bBRELu07Tp_kPdz-FC9NHhtI_ahXcZgh1Usp0g3SLNjLF8bpJmjL0bRJgmMtD-9TjsgkO5-1YqXZmwkWIc4UbwNiPyGgFTzFhr04v9NSRo09OYJnrCCIw2qZ6w1exF2Dl599Teq4jlynT4b9k5s_rGcYBrPBEPX5dIAh7Qmlike3ha-dY1ttrkirssLt5KwfUPp9yBqY9SGBuBai6lkMXB_37RTQK7e39xDZwTQO1rJahI87CWf4ngsveHtl4dxc2hCC4yraZeQXg5Ab8KLvTwP8Ur81A==&xkcb=SoDE-_M3Qdz_CY7e3R0GbzkdCdPP&p=13&fvj=0&vjs=3
Data Analyst Trainer,TECHOLAS TECHNOLOGIES,"Kochi, Kerala+1 location","₹15,000 - ₹20,000 a month",Today,"Flexible to both online and offline classes.
Minimum 1 year of experience is required.
Kozhikode, Calicut - 673001, Kerala: Reliably commute or planning to…",https://in.indeed.com/company/TECHOLAS-TECHNOLOGIES/jobs/Data-Analyst-eb16116ed08c1176?fccid=296b19924fd591c8&vjs=3
Business Analyst,Screative software services,"Chennai, Tamil Nadu","₹9,86,184 - ₹14,55,116 a year",1 day ago,"Business Analyst should understand data models and the relationship between data and processes.
As a subject matter expert, the analyst will have a solid…",https://in.indeed.com/company/Screative-Software-Services-Pvt-Ltd/jobs/Business-Analyst-de676ba64a0f4b3b?fccid=0a840f4547c8b149&vjs=3
Business Analyst,Lifestyle International Private Limited,"Bengaluru, Karnataka","₹20,00,000 - ₹25,00,000 a year",5 days ago,"Specific responsibilities include reporting metrics, analyzing methodologies, suggesting operation improvements, and building proposal evaluations in a cross…",https://in.indeed.com/company/Lifestyle-International/jobs/Business-Analyst-3814d91333240608?fccid=2d0b9987983ef93a&vjs=3
Junior Data Analyst,Gloria skin care,"Muzaffarnagar, Uttar Pradesh","₹5,000 a month",11 days ago,"Data analysis by seeing bar charts.
Part-time hours: 40 per week.",https://in.indeed.com/company/Gloria-skin-care/jobs/Junior-Data-Analyst-1572bb26c9292a42?fccid=88764963fefba23b&vjs=3
Deputy Manager_Assistant Lead_Data Analyst_Pune,Vodafone,"Pune, Maharashtra",NA,11 days ago,"They perform detailed data analysis, implement dashboards and ensure decision support systems are in place that best serve the business in their decision making…",https://in.indeed.com/rc/clk?jk=19feaab494787d38&fccid=374d720d3973ca1c&vjs=3
Data Analyst,Suntech Business Solutions,"Thiruvananthapuram, Kerala","₹4,00,000 - ₹9,00,000 a year",5 days ago,"§ Technical expertise regarding data models, data mining and segmentation techniques.
§ Ensuring data integrity & Writing and maintaining SQL scripts.",https://in.indeed.com/company/SUNTECH-BUSINESS-SOLUTIONS/jobs/Data-Analyst-aefce4c5d066a7b9?fccid=0e11893292e246d4&vjs=3
Data Analyst,Crest,"Bengaluru, Karnataka",NA,26 days ago,"Performing data analysis to assess the quality and meaning of data.
Developing and maintaining databases, and data systems – reorganizing data in.",https://in.indeed.com/rc/clk?jk=54d3ce0eb663e7b8&fccid=7a8e0868f2f793ca&vjs=3
Business Analyst,Careervira,"Gurgaon, Haryana","₹12,00,000 - ₹15,00,000 a year",16 days ago,"Use data to create models that depict trends in the data and generate Insights.
Technical proficiency regarding database design development, data models,…",https://in.indeed.com/company/Ideas-At-Scale/jobs/Business-Analyst-3ccbb0f30dd2448b?fccid=685b310421b2c19a&vjs=3
Manager_Senior Data Analyst_D&A_Pune,Vodafone,"Pune, Maharashtra",NA,7 days ago,"Presents data in charts, graphs, tables, designing and developing relational databases for collecting data and building or designing data input or data…",https://in.indeed.com/rc/clk?jk=7302a32415c30152&fccid=374d720d3973ca1c&vjs=3
GIS Data Analyst,Carifer Technologies,"Erode, Tamil Nadu","₹2,00,000 - ₹3,00,000 a year",30+ days ago,"Produce reports on geographic data utilizing data visualizations.
Designing digital maps with geographic data and other data sources.",https://in.indeed.com/rc/clk?jk=dfcff4254289fe28&fccid=a54140f7e7e7af81&vjs=3
Life Science Data Analyst,Cognizant,"Kolkata, West Bengal",NA,6 days ago,"Understand data needs, compose data queries and reports and garner a thorough understanding of customer requirements and potential business implications.",https://in.indeed.com/rc/clk?jk=05bd114c84222524&fccid=2df6a1e69a70a1e7&vjs=3
Data Analytics Trainer,Fervour Infosystem Pvt Ltd,Remote,"Up to ₹9,00,000 a year",30+ days ago,"Experience :- 2 + in technical training/ mentoring*.
2 to 6 years of experience in imparting technical training/ mentoring.
Should have basic knowledge of SAS.",https://in.indeed.com/company/Fervour-Infosystem-Pvt-Ltd/jobs/Trainer-b50896edbb3bdcbc?fccid=099b4832589a6724&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7msa0_MB_WNdYozSqsdOeM1vjNTDyPCiV-t7_emzsAUhPPVTjGaz_5fAbaxYYw-QLvO5ArVTXkQsYMqJZHtGjP4N8sG5ErDXJVTjivpy64fP-TQUv-9xjCRSv7xKBddacxbBkE4yKQnbbocwJmOURk51Lf0Jdjt5qvfzeWyyBZ19zowqLYpDoczMfaycPuticES1bSwUgP55xH8dwSJd8gI0I_2KTEv5OjlT8vtYAXrwAO3KC-_B_IbGoixMTgGgUJe2U17QTQhOJSh9CR_qGQkuH1uG0X92nRNUkIdzG25plYv996iwxLef19WVjVX-UA4rpp7EX6vmewQE1teEQ-isWoqSDKS2FDwJ_okigvVPFxzxZAyV7-V08Pn1icjjrgA==&xkcb=SoAq-_M3Qdz9wFAP2T0HbzkdCdPP&p=12&fvj=0&vjs=3
Data Analyst,Schbang Digital Solutions,"Mumbai, Maharashtra",NA,7 days ago,"Developing high-level solution architectures and working with our offshore team of big-data engineers and decision science analysts to build, test and assess…",https://in.indeed.com/rc/clk?jk=04eeb6a8eb392afa&fccid=4bb92cd30d8c6d42&vjs=3
Data Intelligence Analyst,CRISIL,"Pune, Maharashtra+1 location",NA,6 days ago,"The candidate will be responsible for all data and its quality, which would be available on the proprietary data platform around the sector.",https://in.indeed.com/rc/clk?jk=f67cc50d1f789062&fccid=15cda31bad4394a7&vjs=3
Master Data Analysis - Lead / O2C CASH APP,Semperfi Solution,"Bengaluru, Karnataka","₹14,776 - ₹55,779 a month",7 days ago,"Analyse and review data of new customer to assign and credit terms.
O2C Cash Apps – Sr Associate*.
Follow up with regional collections supervisors & track…",https://in.indeed.com/company/Semperfi-Solution/jobs/Lead-Data-Architect-a8c061d885d0b7fa?fccid=b5240b2296d8801b&vjs=3
Data Analyst,Bluekode solutions,"Coimbatore, Tamil Nadu","From ₹40,000 a month",3 days ago,"Minimum 3 years of experience as a data analyst, preferably in the retail or consumer goods industry.
The data analyst will work closely with our marketing,…",https://in.indeed.com/company/Karsha-Technology-service/jobs/Data-Analyst-4320647e4779cd81?fccid=cbd7ab623c358421&vjs=3
Data Analyst,Truecaller,"Bengaluru, Karnataka",NA,30+ days ago,"Apply your expertise in quantitative analysis, data mining, and the data visualisation of data to see beyond the numbers and understand how our users interact…",https://in.indeed.com/rc/clk?jk=677229ac8a237bdc&fccid=5bed0b5dcbf1bc17&vjs=3
Data Analyst,Collabera,"Mumbai, Maharashtra","₹7,00,000 - ₹12,00,000 a year",30+ days ago,"*Data visualization : *Data visualization analysts deliver data in useful and appealing ways to users.
*Data Mining:* The extraction of patterns and knowledge…",https://in.indeed.com/company/Collabera-(CMMi-Level-5-MNC)/jobs/Data-Analyst-b4f247597f072acf?fccid=75fbd3ccdba5a639&vjs=3
Data Analyst,Binary Infoways,"Chandigarh, Chandigarh","₹7,00,000 - ₹14,00,000 a year",4 days ago,"Expert in using Pentaho data analytics Tool (preferred).
Generate of Data Analytics reports depending upon data trend live.
Dash board of Various operations.",https://in.indeed.com/company/Binary-Infoways/jobs/Data-Analyst-5a7390fe4c82c654?fccid=971ff49082caa6b3&vjs=3
Data Analyst,Moody's,"Bengaluru, Karnataka",NA,Today,The data analyst role will be responsible for leading a team of data quality professionals in gathering and analysing data attributes using specialist tools to…,https://in.indeed.com/rc/clk?jk=59cb60b9c1e18420&fccid=28eefc5b86560831&vjs=3
Data Analyst,IPG Mediabrands,"Gurgaon, Haryana",NA,14 days ago,"Create data visualizations to communicate complex data insights effectively.
Develop and maintain data pipelines and data warehouses.",https://in.indeed.com/rc/clk?jk=232106bd5555f781&fccid=bcc67c9d86a19ca1&vjs=3
Data Analyst,AlignTech,"Hyderabad, Telangana",NA,15 days ago,Should be proficient with Excel and have the ability to independently create spreadsheets to reconcile data and perform quantitative analysis on data.,https://in.indeed.com/rc/clk?jk=8fec41abe6a4fdbe&fccid=5d6a5521c3a684d6&vjs=3
Data Analyst (Women Only) - Exp in Collibra/Alation,W beyond,"Bengaluru, Karnataka","₹5,00,000 - ₹25,00,000 a year",2 days ago,"Ability to define the data catalog, business glossary and data lineage for the source data Experience in using cloud based data governance tools Hands on…",https://in.indeed.com/company/W-beyond/jobs/Data-Analyst-0185b5a34ecb1a5c?fccid=dd8aea41e8a6743e&vjs=3
Data Analyst,Simply logistics pvt ltd,"New Delhi, Delhi","₹10,164 - ₹30,000 a month",1 day ago,"Proven working experience in data analysis.
Proficiency in statistics and statistical packages Excelm to be used for data set analyzing.",https://in.indeed.com/company/Simply-logistics-pvt-ltd/jobs/Data-Analyst-f50b1a130834a44f?fccid=ba967bef33ab10ff&vjs=3
Business Intelligence & Data Engineer,PBI Analytics,"Remote in Mumbai, Maharashtra","₹1,20,000 - ₹3,50,000 a year",1 day ago,"Structured training for graduates to become Data Engineer and Business Intelligence developer.
Power BI, ADF, Synapse, SQL, SSIS, etc.",https://in.indeed.com/company/PBI-Analytics/jobs/Business-Intelligence-Developer-b139a62e73340836?fccid=d4aa60902c812037&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mr439xr0ZMBL8BZ0HTkmMTCVjEuCJQIrBKFyrdReKeQtuJ0Y4gurWbkQMKE7wnI_IfkvO9-rCiJR5gXs8KPYbfpKA1h0OByzp6eqCIf6ELxYeL6JzWozX1ahJvFICetqSA4uAOCd4RDaDgntuk8bPaUS8wuRKb8SThEJAO2ZlIJWmSAgBFobmeAh_2WQGh6PB2mp3h0DWG0nCoKsPg_31XypfCBgfZmOinEybwnidqd0SRQtBjYHHyMejZpKC-o4dcNzjFXKrD-5-s1j_EKwy2J_T1F2AXQ12gXzTIV5m9cw2eb-B-2MUG5sXBNHafRADOLV1fFFynWQoYYptyyl5IG-RbnZrWUmetHjh-pYdUUseDfgutncHWOkAs0gbF2-oA==&xkcb=SoDk-_M3Qdz81VwFlh0FbzkdCdPP&p=14&fvj=0&vjs=3
Data Analyst(Tableau Developer),Marktine Technology Solutions,Remote,"₹20,00,000 a year",30+ days ago,"At least 3+ years of data analytics experience with a professional services firm, an internal strategy/analytics group, or similar environment At least 3+ years…",https://in.indeed.com/rc/clk?jk=05e8b592042847f9&fccid=4a3d46e28f0964e5&vjs=3
"Partner Sales Manager, Data and Analytics, Google Cloud",Google,"Mumbai, Maharashtra",NA,Today,"Lead select data partnerships across the Google Cloud portfolio and deliver measurable outcomes.
Execute strategies to incentivize data providers to offer their…",https://in.indeed.com/rc/clk?jk=9bca5f0db7ab43ac&fccid=a5b4499d9e91a5c6&vjs=3
Business Analyst,ivitesse,"Pune, Maharashtra","₹5,00,000 - ₹18,00,000 a year",28 days ago,"Ability to interpret data and organize information.
Hands on experience in analysing data sets, trend analysis.
Pre audit and post audit preparation.",https://in.indeed.com/company/ivitesse/jobs/Business-Analyst-c373f6abd8b32b81?fccid=ec41a44a66f86332&vjs=3
COR Data Analyst,Outsourced well,"Pune, Maharashtra","₹7,00,000 - ₹8,00,000 a year",2 days ago,"Mostly, data will be presented in an EXCEL spreadsheet and will require data analytics, but the long-term goal is that we understand the back-end data so well…",https://in.indeed.com/company/Outsourced-well/jobs/Data-Analyst-f808c74967be7ec5?fccid=348c608368ac5162&vjs=3
Data Analyst,Forcas Apparels,"Kolkata, West Bengal","₹20,000 - ₹25,000 a month",5 days ago,"Strong knowledge in Google Sheet, Advanced Excel.
Good knowledge of different formulas in Google sheet/excel, integration of formulas/sheets, pivot tables,…",https://in.indeed.com/company/Forcas-apparels/jobs/Data-Analyst-06cf0e6288f2bc69?fccid=1d2f1ecfc658a8f9&vjs=3
Global Data Analyst:,Hitachi Energy Technology Services Private Limited,"Remote in Bengaluru, Karnataka",NA,27 days ago,"Proficiency with statistics and data analytics.
Proactively monitors and strives to maintain high levels of data quality and completeness.",https://in.indeed.com/rc/clk?jk=238eac2676f431df&fccid=dd616958bd9ddc12&vjs=3
Data Analyst,Havas Group,"Mumbai, Maharashtra",NA,30+ days ago,"Understands data, data structures and use of databases.
Manage the data quality process and uphold a high standard of data quality.",https://in.indeed.com/rc/clk?jk=f9603440e7f7e939&fccid=3d7752bc0721fcaa&vjs=3
Data Analyst,Saras Analytics,"Hyderabad, Telangana",NA,30+ days ago,"We are a group of engineers and analysts focused on improving business performance through data analysis.
Strong mathematical skills to help collect, measure,…",https://in.indeed.com/rc/clk?jk=00814244c9966d19&fccid=1809a218656b7d6e&vjs=3
Transaction Processing Analyst-Transaction risk management,Accenture,"Mumbai, Maharashtra",NA,Just posted,"Years of Experience: 3 to 5 years.
You will be aligned to our Financial Services, banking, Insurance, and Capital Market vertical which is focused on helping…",https://in.indeed.com/rc/clk?jk=d2a62e70a71d3a87&fccid=a4e4e2eaf26690c9&vjs=3
Business Analyst - C12 (R23021307),Citi,"Pune, Maharashtra+2 locations",NA,Just posted,"Analyze business processes, gaps in capabilities, as well as appropriate data sources, interfaces and process changes required to address capability gaps.",https://in.indeed.com/rc/clk?jk=28ec0b13469b03a5&fccid=5bcd1ef0a7f4fb99&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7muJQsA3ZDMu1-7ehvS3nbLAfi2RYs-vPHzJOWOzjmFVKR0dMej6eRrd7UswAD1G6FMP3_q2pQdCzI0-QQfRblVphUP3J9ZQmdqTPW324EEqaeM4ueHsvq90mXhU9bqYzFiPSjWq5PSAJGbRlosUg6KIwtTfDi2UuqDXrVAHaFjDb6-zDKsCARqSY4Ju0sVzCUam_6y8wZjJZ5RKxo9JUEZeXz596xbJ8hUMMV5kKsdD22nBqNQORjvhpTtHe0XHmiSa8ilSIAxO4e0qT0aUTtCULeYSDtFI1TdJdhJ4flwkAK77SFM3ssyhkCAxHlRbaUigo-Zh6VpcJHC_xj58vqss_z3AXk0GYVN8xWpukD1YNrkOWGmrDcpL2woXn2-5Khg==&xkcb=SoD7-_M3Qdz7v7wFiR0HbzkdCdPP&p=12&fvj=0&vjs=3
Data Analytics Associate,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",NA,11 days ago,"Support our organization in adopting data to streamline efficiencies, visualize metrics, engineer data workflows, and assure data quality.",https://in.indeed.com/rc/clk?jk=74df12040768cb99&fccid=c46d0116f6e69eae&vjs=3
Data Analyst,Camsdata,"Bengaluru, Karnataka",NA,30+ days ago,"Experience in automating Data extraction and insertion of data to MIS using Python.
Attention to detail and strong data orientation with impeccable attention…",https://in.indeed.com/rc/clk?jk=d24e2ec22e664ceb&fccid=0fd9ce9ffb463e21&vjs=3
Openings for Sr. Market Research Analyst (Machinary/Automative Domain),Reportsinsights consulting Pvt. Ltd.,"Remote in Pune, Maharashtra","₹7,00,000 - ₹10,00,000 a year",30+ days ago,"Acquire data from primary or secondary data sources and maintain databases or data systems.
Apply industry knowledge to interpret data and improve performance.",https://in.indeed.com/company/Reportsinsights-consulting-Pvt.-Ltd./jobs/Senior-Market-Researcher-0e280504ba546810?fccid=2a88caa7acfb1f38&vjs=3
Data Analyst,Growth Hub Consultants,"New Delhi, Delhi",NA,4 days ago,"Interpret data using various data analysis tools.
You will have to analyze data from various data sources and compile the findings in comprehensive reports.",https://in.indeed.com/rc/clk?jk=d8573464e41ea73a&fccid=49b7b2ce845ef5d7&vjs=3
Research Senior Analyst,Accenture,India+1 location,NA,20 days ago,"Analyzing data sets, shaping data insights, delivering pre-processed data to the users, validating quality of the data.",https://in.indeed.com/rc/clk?jk=661f574303010f1f&fccid=a4e4e2eaf26690c9&vjs=3
Clinical data analyst,INDOGENIX BIOSCIENCES,"Thane, Maharashtra","₹15,000 - ₹30,000 a month",1 day ago,We are looking for a data analyst who can maintain and keep up with the statistical intensity in neuropsychopharmacological research.,https://in.indeed.com/company/INDOGENIX-BIOSCIENCES/jobs/Data-Analyst-e6d36e1c099df5d3?fccid=e14d2d663bd69b49&vjs=3
Data analyst,Cognizant,"Pune, Maharashtra",NA,30+ days ago,"Understand data needs, compose data queries and reports and garner a thorough understanding of customer requirements and potential business implications.",https://in.indeed.com/rc/clk?jk=2286fc895ad19b66&fccid=2df6a1e69a70a1e7&vjs=3
Data Analyst (Non Finance / Non Teachinal),C-MOTS Internet Technologies Pvt. Ltd,"Mumbai, Maharashtra","Up to ₹15,000 a month",7 days ago,"Conduct data cleaning, validation, and transformation to ensure accuracy and completeness of data.
Capture data from various sources of files and create…",https://in.indeed.com/company/C--MOTS-Internet-Technologies-Pvt.-Ltd/jobs/Data-Analyst-71cad6dc7e632c0a?fccid=80129ac7b7bff2d3&vjs=3
Data Quality Analyst (Remote - Based in India),PER International,"Remote in Bengaluru, Karnataka",NA,1 day ago,"Confidentiality – data is held securely and accessible to only those who need access.
The Data Team is tasked with ensuring the integrity, availability,…",https://in.indeed.com/rc/clk?jk=5b0ed15f62c4bffc&fccid=b7af3d702123a09b&vjs=3
