JobTitle,Company,Location,Salary,PostDate,Summary,JobUrl
Data Analyst - Power BI,Cacti Global,"Mumbai, Maharashtra",NA,30+ days ago,"SQL data experience (4+ yrs).
Define security for the system and row-level permissions for data access.
Able to implement row-level security on data and have an…",https://in.indeed.com/rc/clk?jk=d82b603ed1dd6778&fccid=26d3a589aada9dc8&vjs=3
Assistant Manager/Manager- Data Analyst,Macquarie Group Limited,"Gurgaon, Haryana",NA,30+ days ago,You will be responsible for the development of PowerBI reports (and the underlying data structure) to meet consumer data requirements and provide ongoing…,https://in.indeed.com/rc/clk?jk=9992d603639fc85f&fccid=c4fbc8d763b3f3b5&vjs=3
Data Analyst,eCloudChain,Remote,NA,30+ days ago,"Data visualization skills to create powerful Dashboards that transform complex data into easily-consumable, actionable insights.",https://in.indeed.com/rc/clk?jk=c06e53ccf3765a8d&fccid=496764eaefc42796&vjs=3
Research Analyst,Arc Attest,"Remote in Ahmedabad, Gujarat",NA,30+ days ago,"Possess good data analytical skills, problem solving skills & adaptability.
Responsible for lead generation and prospecting through for web research activities…",https://in.indeed.com/rc/clk?jk=8b482cf8128cc15a&fccid=bb625462924544c3&vjs=3
Data Analyst/Power BI,SourceMash Technologies,"Mohali, Punjab",NA,12 days ago,"Experience in Data Gateway for data refreshing, contents packs, publishing reports to app.powerbi.com.
In-depth knowledge of Transact-SQL (DDL, DML)- creating…",https://in.indeed.com/rc/clk?jk=4d398ab97548a218&fccid=029ea79258b54675&vjs=3
Data Analyst - Visakhapatnam,Patra Corporation,"Temporarily Remote in Visakhapatnam, Andhra Pradesh",NA,30+ days ago,"Research opportunities for data acquisition and new uses for existing data.
Proven work experience as a data analyst with the ability to translate business…",https://in.indeed.com/rc/clk?jk=d97f56737ad9cc4e&fccid=5efed21bb54fa6a1&vjs=3
Data Analytics trainer,Nettech India,"Mumbai, Maharashtra","₹20,000 - ₹35,000 a month",3 days ago,"Deliver technical training in classes as well as work on consulting projects.
Deliver in-person or live-online training classes.
Total work: 1 year (Preferred).",https://in.indeed.com/company/Nettech-India/jobs/Trainer-d494ab2d41e3f6f9?fccid=77ea07edcba439c3&vjs=3
AI / Big Data Analyst (Powertrain applications) - COB,Bosch Group,"Coimbatore, Tamil Nadu",NA,30+ days ago,Bachelor of Engineering (B.E / B.,https://in.indeed.com/rc/clk?jk=747c4608021ddbfd&fccid=a2faf1301ac6ad4b&vjs=3
Sr Data Research Analyst,musquare technologies,"Bengaluru, Karnataka","₹7,00,000 - ₹10,00,000 a year",3 days ago,"Ability to analyze and interpret data.
Problem solver: A successful analyst will be someone who enjoys and is interested in issues that require digging into…",https://in.indeed.com/company/MuSquare-Technologies/jobs/Senior-Data-Analyst-41086fa4b4bd37f3?fccid=1e5f247999422b89&vjs=3
Data Analyst- Operational Analytics,Shell,"Bengaluru, Karnataka",NA,13 days ago,"Skilled in business and data analysis using data analytic tools.
Maintains source data and reporting sites to ensure data is current, accurate and easily…",https://in.indeed.com/rc/clk?jk=a8e66cbc4aa9076a&fccid=167aa4ca2fe7d8e6&vjs=3
Global Vendor Hub Data Analyst,Barclays,"Delhi, Delhi",NA,3 days ago,"Collate & Analyse financial data from various reports & System.
Ensure that all activities and duties are carried out in full compliance with regulatory…",https://in.indeed.com/rc/clk?jk=363a9976fbd3b861&fccid=057abf3fd357e717&vjs=3
Data Analyst,99Plus IT Solutions,"Vadodara, Gujarat",NA,30+ days ago,"Experience in data-driven problem solving.
Identify and Analyze trends or patterns in complex data sets using statistical methods.",https://in.indeed.com/rc/clk?jk=93c0d575a6cc3325&fccid=84bb6f6ff0f5124d&vjs=3
Senior Data Analyst - Advance Analytics,Macher TechnoConsults,"Bengaluru, Karnataka","₹20,00,000 - ₹28,00,000 a year",4 days ago,"At least 6 years of experience in a data analyst or similar quantitative role.
Drive adoption of data driven decision making.
Proficiency in SQL, R and Python.",https://in.indeed.com/company/Macher-Technoconsults/jobs/Senior-Data-Analyst-94418a197836a5de?fccid=191f16650bc1dd30&vjs=3
Product Research Analyst,Fluidonomics Solutions LLP,"Pune, Maharashtra","Up to ₹10,00,000 a year",5 days ago,"Analyzes market data, trends, and behaviors.
Performs market research and collects customer feedback.
Evaluates products and forecasts performance.",https://in.indeed.com/company/Fluidonomics-Solutions-LLP/jobs/Product-Analyst-8302cc9b3f1a1dde?fccid=cab3f8c3740a190d&vjs=3
Business Analyst Data Modelling - Senior Associate - Kolkata,PwC,"Kolkata, West Bengal",NA,30+ days ago,"Education (if blank, degree and/or field of study not specified).
Desired Languages (If blank, desired languages not specified).",https://in.indeed.com/rc/clk?jk=6c83f7369f9f1803&fccid=5e964c4afc56b180&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mqkKSODmCr84A2d9TCBHrhsiB8P00fQmU-ySH8fPGhJE4fhTIMp6AARncFc0jozsQaDBF9ispdsO7Kq9WOBPpB-1ZZu8-6ioN3-_Cc-hasOYVGvDM6p-VwFE8Veg8OyYW_bxkeT9kpjO2mmJcnLRmPcUCEo0dFm0KWOk_K64pcAyY1CN4KoD9evYcd_Lz4qFdiuQbileRFo9g0sgBNznEiIboCavCd8Yb8P7KqZTlAjB6NfPLBBthHhKXiy1r8h-PLa_vOyuk6J-k8k6c0tRDqAmzXgv1x0Et4Py0INEV6eif2e4XSVfcF8Gx9CjbfY0YJ46ZVu2QfQdowP4pb4SdImPVFK3DWNRKATo3E6KxiDIBHZEruCnu4fCyARLUh0Klw==&xkcb=SoA2-_M3Qd0Jn1xrxh0FbzkdCdPP&p=14&fvj=0&vjs=3
Data Analysis & Interpretation Application Developer,Accenture,"Bengaluru, Karnataka+1 location",NA,7 days ago,Key Responsibilities : 1 Enable himself with the Accenture Standards and Policies of working in a Project and client environment 2 Work with Project Manager and…,https://in.indeed.com/rc/clk?jk=551aa0cf0686b115&fccid=a4e4e2eaf26690c9&vjs=3
Data Management Analyst - Hedge Funds,BNP Paribas,"Mumbai, Maharashtra",NA,30+ days ago,"Perform data extractions, produce statistics/indicators and presentations for reporting exercises under the supervision of Senior Team members;",https://in.indeed.com/rc/clk?jk=81beac0fb8d8fab7&fccid=1392500f835bba92&vjs=3
Data Analyst,Magic Infomedia,"Delhi, Delhi",NA,30+ days ago,"Job Types: Full-time, Permanent.",https://in.indeed.com/rc/clk?jk=83b315aec03bf359&fccid=d1a37fc3647f4ed4&vjs=3
Data Analyst,Gaddiel Technologies,"Tiruchchirappalli, Tamil Nadu",NA,30+ days ago,"Predictive analysis from structured and unstructured data.
Critical thinking and providing educated guesses where data is sparse or sporadic.",https://in.indeed.com/rc/clk?jk=53f7ec7df84ed322&fccid=bfb823d116a806d0&vjs=3
"Data Analyst - India, Pune",Ideas to Impacts Innovations,Maharashtra,NA,30+ days ago,"Knowledge of various database programming languages including SQL, Datawarehouse, ETL, Python, AWS, and Azure Service, AWS-Serverless, API Gateway, MS Flow and…",https://in.indeed.com/rc/clk?jk=e7f50f0d2577788f&fccid=24ce60633fa4ab42&vjs=3
Marketing Analyst,Infosys,"Bengaluru, Karnataka",NA,8 days ago,"You will be responsible for creating campaigns and digital marketing strategies, managing digital web presence, social media platforms, and all digital…",https://in.indeed.com/rc/clk?jk=f5ca37cfd62a6a54&fccid=c67533a523c83a4c&vjs=3
Data Analyst,Augmenter Consulting,"Mumbai, Maharashtra",NA,30+ days ago,"Proven working experience as a business data analyst.
Acquire data from primary or secondary data source and maintain them for suitable actionable usage.",https://in.indeed.com/rc/clk?jk=68f09d73d56c5e1e&fccid=3a7bed83b06778e2&vjs=3
Data entry analyst – Part time,JSK Industrial Supply,"Vadodara, Gujarat",NA,30+ days ago,"Review own data entry work and cross check with peers.
Organize all data entry materials for review and filing purposes.",https://in.indeed.com/rc/clk?jk=34b625098a12fe93&fccid=9c74b9196bd71bb8&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mvDWER3SQUOQ6tE5CHGVTHe2vSd3CJlTWEoYLKA69qV6bCig-j2_CQsiHpoKcZjwzLo284dR-SeLQwvCeCXr3LEgo19La6k3S8FxsRMX0vQL1yv2yWAcBoa1AAODt1cOWOvm_1VvBjuVs2KAN8YU7m0-Kr4MHfmbAZjXKeEXQYetNW9_Moqyo3WkP-aEplaBpBbdeo4M90Rvjh7XgTEj-dl97LcdA8f51fFhJe0YoYxF186idQM0ZZ2U6RmION315zZkp92A0zxHFsOMRjyYLHgjjxMla8FZK4951RplAw9ZV33EuEOtYIDDOC4djCh2jsKr7-hXjq15OSelcxDWpYtNEC2fW2OUkvy5yCo3lGPER2UgJOusXnvSD3KwWdxOjg==&xkcb=SoCN-_M3Qd0I7U2yhp0FbzkdCdPP&p=14&fvj=0&vjs=3
Data Analyst,GO MO Group,"Pune, Maharashtra",NA,30+ days ago,"Hands-on expertise in data research skills using available resources.
Devise and evaluate methods for collecting data, interpreting information and collating in…",https://in.indeed.com/rc/clk?jk=faf80f6b324d4ac5&fccid=7efcb3c1feee16d6&vjs=3
Technology Architect (Data & Analytics Unit),Infosys,"Bengaluru, Karnataka",NA,26 days ago,"You would also provide technology consultation and assist in defining scope and sizing of work • You would implement solutions, create technology…",https://in.indeed.com/rc/clk?jk=1d424db47f4ffe39&fccid=c67533a523c83a4c&vjs=3
Data Analyst- India Data Insights,Sattva Consulting,"Bengaluru, Karnataka",NA,30+ days ago,The data analyst will work closely with Senior Data Analyst and data experts within Sattva to achieve the intended outcomes.,https://in.indeed.com/company/Sattva-Consulting/jobs/Data-Analyst-1657317f80506986?fccid=6ed6e2cea009fb69&vjs=3
Data Analyst / Data Scientist,StatusNeo Technology Consulting,"Gurgaon, Haryana",NA,30+ days ago,"As a data analyst, you will be responsible for compiling actionable insights from data and assisting program, sales and marketing managers build data-driven…",https://in.indeed.com/rc/clk?jk=d63ca5f809740b14&fccid=3fccf9293a39f749&vjs=3
SR. REPORTING ANALYST,Intellismith,"Gurgaon, Haryana","₹10,00,000 - ₹25,00,000 a year",5 days ago," Good to have knowledge of Bank Statement, Credit data and other data sources used in Fraud Analysis.
The Organization is headquartered in Gurgaon, provides a…",https://in.indeed.com/rc/clk?jk=66951cc856a466a5&fccid=a83ebf4e92213c47&vjs=3
Data Entry (Office Analyst),TarsyTech Pvt Ltd,"Indore, Madhya Pradesh","₹12,000 - ₹14,000 a month",4 days ago,"They will also be responsible for ensuring accuracy of data, ensuring that all data is updated, and ensuring data integrity.",https://in.indeed.com/company/TarsyTech-Pvt-Ltd/jobs/Data-Entry-Clerk-da425a81bee59823?fccid=9c32265895cdf10b&vjs=3
Data Analyst,ASI-Apex Sourcing,"Tughlakabad, Delhi",NA,30+ days ago,"Data collection / analysis and preparation of reports .
Excellent knowledge of advanced excel .",https://in.indeed.com/rc/clk?jk=57ab41d5fe2b0463&fccid=94e6541faed5552f&vjs=3
Data Analyst,Smiths Group,"Bengaluru, Karnataka",NA,30+ days ago,"Defining new data collection and analysis processes.
A good understanding of data Security and privacy technologies.
Cloud BI experience could be an asset.",https://in.indeed.com/rc/clk?jk=222319408093b44c&fccid=843500ac68a7feac&vjs=3
Senior Data Analyst,Maersk,"Mumbai, Maharashtra",NA,6 days ago,"Experience in data heavy / analytics applications leveraging relational and NoSQL databases, data warehouse and big data.",https://in.indeed.com/rc/clk?jk=301e7856e60b264e&fccid=14e7391c55beeb80&vjs=3
Market Research Data Analyst,Robas Research,"Bengaluru, Karnataka",NA,30+ days ago,"Highly refined analytic and communication skills.
Explaining the results to research executives.
Helping research executives present the findings in a way that…",https://in.indeed.com/rc/clk?jk=0394be97eb863789&fccid=64f083aa8765b0e1&vjs=3
Analyst,"PRGX Global, Inc","Pune, Maharashtra",NA,30+ days ago,"Should possess data analysis and research skills.
Hands on experience with analyzing big data and forecasting/estimations.
Ability to work with supervision.",https://in.indeed.com/rc/clk?jk=cb7ba9b4ff38787a&fccid=f50624578a79a514&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mvSCk21zn5vW-t9b0OHRvJBfjmjvf8yz7qecrVDfkoXC2zyFT8qOeWIuEbEAdrmv-RzVz9EK1xDCwdK7XmZWIKuB89NSTX4GC44rkWyw4KBgIsMWqmGzyusqkWKwX7aEB6PW1DhLamJ-LaTU6wMj4Z1-o3P4qJRX4MU3SARtp7w_4bmE9X0yB_1_wDeWI74pByGotRxbnHLzp0y80dhz9wnCXzuytzzexNrvzPyCRth5AavyZlGKmMu1Ev-p-T1_k3NhMiXgBVhl1O6f6H8q7_cnXYL914kjX5qS448auT1tJegIXIMGKvHvZG4J-sTtzPf4lYOGJu1hv3TTcQMxxMhaWWiiyLo0nvbFi-ONFLBQl9Zy-ygIH_SHOBLrUZ7SpA==&xkcb=SoCV-_M3Qd0H0FwFlh0abzkdCdPP&p=14&fvj=0&vjs=3
External Reporting Analyst,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",NA,1 day ago,"Consolidate, review, and analyze quarterly financial data for accuracy and completeness; perform quarter-over-quarter variance analytics.",https://in.indeed.com/rc/clk?jk=fb8b34fa5f8cd6ab&fccid=c46d0116f6e69eae&vjs=3
Data Analyst - Trainer,LivetechINDIA,"Mumbai, Maharashtra","₹15,000 - ₹25,000 a month",4 days ago,"We are looking for Data Analyst Trainer who can teach (Tableau, powerBI, SQL) concepts to freshers.
Initial training will be given by us.",https://in.indeed.com/company/LivetchINDIA/jobs/Data-Analyst-0c149ebb3bf8d1e7?fccid=8736d4314197cd14&vjs=3
Junior Data Analyst,SNS Square consultancy services pvt ltd,"Coimbatore, Tamil Nadu","From ₹1,24,865 a year",3 days ago,"Support data analysis projects by running analysis tasks, collecting data, and creating data models.
Continuously learn new data analysis techniques.",https://in.indeed.com/company/SNS-Square-consultancy-services-pvt-ltd/jobs/Junior-Data-Analyst-f8aa23c17038b80f?fccid=fe58a1b3b52e448a&vjs=3
Business Analyst,Quorum Business Solutions,"Remote in Pune, Maharashtra",NA,4 days ago,"Delivery: As a member of the FML development team, the analyst will share responsibility for the delivery of semi-annual updates to the commercially available…",https://in.indeed.com/rc/clk?jk=e27e7f788cfb3ca6&fccid=19b96dc9bef5f852&vjs=3
Senior Analyst - Primary Research Analyst - Research Institute,EY,"Gurgaon, Haryana",NA,1 day ago,"Turn observations in the data into a compelling narrative and communicate these findings clearly and concisely through data visualizations, PPTs, and other…",https://in.indeed.com/rc/clk?jk=d4da0ea0ad308e6f&fccid=1544766d4c2915b0&vjs=3
Sr. Business Analyst,Regency Hospital Ltd.,"Kanpur, Uttar Pradesh","₹2,63,330 - ₹12,84,180 a year",6 days ago,"Heavy concentration on biweekly US Payroll processing, audits, data loads and corrections.
Automates and simplifies HR system processes; develops solutions…",https://in.indeed.com/company/Regency-hospital-Ltd./jobs/Senior-Business-Analyst-1b1ec252767b68db?fccid=b4ad3538017e157d&vjs=3
Email Marketing Analyst,Quicken,"Bengaluru, Karnataka",NA,21 days ago,"1+ years experience using SQL and similar queries to analyze data.
This role will be responsible for managing the end-to-end segmentation and automation of…",https://in.indeed.com/rc/clk?jk=4014871c6e58ca1c&fccid=1f5c1aa2368d31a5&vjs=3
Product Analyst,Fluid.Live Solutions Pvt Ltd,"Pune, Maharashtra","Up to ₹10,00,000 a year",2 days ago,"Lead the data research team to organize, analyze, synthesize and/or summarize data and information using appropriate analytical tools.",https://in.indeed.com/company/Fluid.Live-Solutions-Pvt-Ltd/jobs/Product-Analyst-cf9ed21035d0e816?fccid=bc930420d3fe14dd&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mi-zOfeXZJL7kbX2JKveVSWvaizlKHJ1bT_8_JHv3QkbPOIUPUrA-GKLf7v8lxPQJbdIbxJHfNpQweURfHO17-4IHp0ETFYbwftX9KJuaAN9uDIm3X2TxcRqlTcfS6gMyFDY_sWcWLXxvA51IZ9f9QMuxXRDP86J1ldiN5L5e9ejTGkhbkfz9CBG1gQwRMYP07GPRBtYwE6GkRP1KUAl_kmNyzxmWMBMqzhYCO5oHMnvBDyI5rbRffAQd-epRkrd4vFDnZm6dS8Y6EtFtskCJBS78RFnCe4w179f5RmfHNamfr0KD-yfzNeRQZzcLouWQrjc70Gaj_tUmZZTJPEZxOA1OEAu1GdKVQmrvBIIc-fRJ38izE6PDfSGKLRVm5iTSA==&xkcb=SoDR-_M3Qd0HPs6zVZ0HbzkdCdPP&p=12&fvj=0&vjs=3
"Analyst, Customer Analytics",Victoria's Secret,"Bengaluru, Karnataka",NA,30+ days ago,"Experience in working with different data platforms like Teradata / Hadoop (MAP-R).
He / She will use several data sources and reporting/analysis techniques to…",https://in.indeed.com/rc/clk?jk=d9b0b976ea8faba9&fccid=6e6cbd5e71a8e53a&vjs=3
Product Analyst,PayU,"Hybrid remote in Bengaluru, Karnataka",NA,30+ days ago,"2-3 years experience in a data analysis related profile for an internet company.
Build automated dashboards and reports, craft analyses and tell stories with…",https://in.indeed.com/rc/clk?jk=f6f5ea15a412f316&fccid=c1bec49d1ea92b43&vjs=3
Senior Data Analyst,Cloudesign Technology Solutions,"Remote in Mumbai, Maharashtra",NA,8 days ago,We are looking for an experienced and ambitious Senior Data Analyst who possesses a passion for designing and building intuitive user interfaces and who will…,https://in.indeed.com/rc/clk?jk=de37f307526b138d&fccid=7acf29695b747cc2&vjs=3
Analytics Data Engineer / Data Scientist,COMPEGENCE,"Bengaluru, Karnataka","₹90,000 - ₹1,50,000 a month",17 days ago,"Ability to operationalise the data pipeline.
Operationalise 360 degree Analytical data feedback loop.
4 plus Customer Project experience handling large scale…",https://in.indeed.com/company/COMPEGENCE/jobs/Data-Scientist-53ff3ddbc2db81b5?fccid=ef71dcb4192bafa7&vjs=3
M&A Analyst,Accenture,India,NA,6 days ago,"Leverage data analytics and data visualization techniques to enhance reporting workflow.
Leverage data analytics and data visualization techniques to enhance…",https://in.indeed.com/rc/clk?jk=61ddb24226f9966f&fccid=a4e4e2eaf26690c9&vjs=3
"Analyst, Research",dss+,Remote,NA,30+ days ago,"Provide support in client engagement and data analysis.
The analyst will be required to provide support in client engagement and data analysis, benchmarking,…",https://in.indeed.com/rc/clk?jk=a374db24abc3e909&fccid=2763238133aeb154&vjs=3
External Party Reference Data - Data Management Analyst,"JPMorgan Chase Bank, N.A.","Hyderabad, Telangana",NA,2 days ago,"You will also be responsible to maintain Client data within the Client Central repository by onboarding new Clients, updating amendments, hierarchy changes,…",https://in.indeed.com/rc/clk?jk=27f82c64782a446e&fccid=c46d0116f6e69eae&vjs=3
Power BI Analyst,Intellify Solutions,"Pune, Maharashtra",NA,30+ days ago,"Good Analytical skills – Ability to analyze data from various reports/data sources.
You will be involved during end to end implementation including Requirement…",https://in.indeed.com/rc/clk?jk=3d8513a1c8876c2b&fccid=fc954db9cf6024ed&vjs=3
Data Analytics (Advanced Excel with SQL / Power BI) – Gurgaon,FIS Global,"Gurgaon, Haryana",NA,Today,"Experience with data visualization using Power BI tool.
Experience with statistical modelling and analysing large data sets.",https://in.indeed.com/rc/clk?jk=2c8b6f25b505bd65&fccid=74e36d81c894b4b7&vjs=3
Client Reporting Analyst,Deutsche Bank,"Bengaluru, Karnataka",NA,1 day ago,"Should have knowledge of MS Excel advanced functions to manage large amounts of data.
Employee should be able to substantiate completeness of daily tasks.",https://in.indeed.com/rc/clk?jk=7bf11651d07fd094&fccid=f1d8e147024abb3f&vjs=3
Data Analyst,Heart It Out,Remote,NA,30+ days ago,"Acquiring data from primary or secondary data sources and maintaining databases.
Reports preparation, maintenance of data, making reports in different tools.",https://in.indeed.com/rc/clk?jk=83f249ef3743bb14&fccid=077cb259e6857b69&vjs=3
Lead Generation Specialist/Data Research Analyst,Techtic Solutions,"Hybrid remote in Ahmedabad, Gujarat","₹12,000 - ₹30,000 a month",7 days ago,"Candidate will ensures for filling Quality data into tool with correct dimension .
Candidate will put all the gathered data into Lead generation tool and…",https://in.indeed.com/company/Techtic-Solutions/jobs/Lead-Generation-Specialist-d440179d88035498?fccid=4debb00b53a90934&vjs=3
Sr. Data Analyst,Commando Industril Security Force,"Ranchi, Jharkhand","₹40,000 a month",2 days ago,"MINIMUM 5 YEARS OF EXPERIENCE IN IT SECTOREXPERIENCE IN PROJECT MANAGEMENT,DELIEVERY,MANAGING TEAM.
BASIC KNOWLEGDE OF PROGRAMMING LANGUAGE,TESTIING TOOLS …",https://in.indeed.com/company/COMMANDO-INDUSTRIL-SECURITY-FORCE/jobs/Senior-Data-Analyst-e6c865c5a1f035ec?fccid=078df6f3669d1230&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7mkhsB8O6s5QgJFVygCXKlIQbvnZviVq5OOszkWdjXsMBYQNAwXFDShA8AQ1i5wAe0n4N6vAmkIwaJjsAL6dl7xc05109OAkR7TrnarHOpVFZtwADf0TIJgjam1GEJh1AcKn8hKTIe__pwOSox0JAvlufRdAq8gO-48vAp7CvceYqdCSuGfAexZUj9nDAZI2UC206SfnuToKfZafLYbvLxFZ_B62RF679jVJSUqfHcnjQ4ctbDVRmEsGbFuu1itmXrJBqx1K_qf_b1Mj1tPPHCVykmyHrli0ZCQP31KxoI8FenHe0N_oZhg_Pn5OYZ-E2b-GYcLNvg1XowTk4NYTkPp3futbhzqOpJxrfioenAYvrXql_7s4Mf_9UNSUwA_p-Mw==&xkcb=SoAO-_M3Qd0GCv2MAR0FbzkdCdPP&p=14&fvj=0&vjs=3
Research Analyst,The Gene Box,"Mumbai, Maharashtra",NA,30+ days ago,Actionable Recommendations: We interpret genetic data and translate biological information for practical solutions.,https://in.indeed.com/rc/clk?jk=ba0739622d06d9fd&fccid=0d6de80ab08e58c2&vjs=3
Power BI Developer,Annular Technologies,"Remote in Chennai, Tamil Nadu","Up to ₹14,14,592 a year",6 days ago,"Create relationships between data and develop tabular and other multidimensional data models.
Understand business requirements in the BI context and design data…",https://in.indeed.com/company/Annular-Technologies/jobs/Business-Intelligence-Developer-e4dbbfab8e598ae6?fccid=2ad8e3441be565f2&vjs=3
Business Analyst,SPAATech Solutions India Pvt Ltd,"Kolkata, West Bengal","From ₹35,000 a month",4 days ago,">Analytic mindset to generate reports and gain insight from data.
> Assess, present business reports, and suggest insights to develop the business.",https://in.indeed.com/company/SPAATech-Solutions-India-Pvt-Ltd/jobs/Business-Analyst-5e0fbc0709ea7601?fccid=31e80c75f8431c0e&vjs=3
Product Data Syndication Analyst,nVent,"Mumbai, Maharashtra",NA,14 days ago,"Work directly with internal and external parties to identify requirements and opportunities for commercial data syndication, including data pools, distributor…",https://in.indeed.com/rc/clk?jk=c04a25d8eb3d2734&fccid=c79fa15de4a924de&vjs=3
Data Analyst,Koch Business Solutions India,"Bengaluru, Karnataka",NA,11 days ago,"Understanding client data and technology landscape.
Hands on experience with data exploration tools and SQL Database.
Work inCelonis process mining software.",https://in.indeed.com/rc/clk?jk=24559791194f8959&fccid=735667c8ff2f1a48&vjs=3
Logistics Analyst Advisor,General Dynamics Information Technology,Remote,NA,22 days ago,"Analyzes standard contractual documents, technical data, customer usage data, customer maintenance practices, customer operation characteristics, and related…",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaadLeoGiMM4ILB2UJu2ZywBTtYYlvv0AGLB0hyNDguU1x2BHNhEPZvV4QGbgDc8NAz5cRI9nuXbRoQpXpr9A5v0OgCTkykSOhBwCvBgbSIcKXWaOmHxa6WA_js0TPzITNbCY-jqSAH-jOTExuBIDSZhScGgZryo9EhLKC4fP7moWQWbepiXkMryGzbKHq-v7HeZkgOxQYkNGiK7w3bliMcgdHXqyykCP5rZAN6GuF1b8EGpeY9LwBIpWLmYkHaiQWvgAw599uW0bfuwI1lF8YCbMtIvLub53w4qIinoHkdhmeTO7zJn9YLlgdnUyoNI7ejwn2uVqQFfKoOWgA-2xIv-w1MGVOG0MrmC2vPmn_5FfZmC1MaS1CIrnPpavqC-5AhRt5nYEoymuOFd_40sw8W8F2JycX9mOatKjJaaBkzYD4xw2BQxJ9CeFYQRwCApG7WTcbMLhUzBnYrtPLlruwOVig-Y5f0FbqvEBcTdwrtFWNpiVvsSpfx68eLTxNdLYTZmjCjWr-lT6RxDyl14BYKKLXMN1vQVg0GVvSmhHTww==&xkcb=SoA1-_M3Qd0FdR7e3R0CbzkdCdPP&p=9&fvj=0&vjs=3
Data Analyst,UBIS,"Kochi, Kerala","₹20,000 - ₹25,000 a month",6 days ago,"❖ Data Management Executive (DME) should good with EXCEL or google sheets.
❖ He should have good knowledge of different Excel Formulas.",https://in.indeed.com/company/Ubis/jobs/Data-Analyst-98c97996c8798f74?fccid=2deab5b4c0fdd33e&vjs=3
Senior Data Analyst,Bajaj FinServ,"Pune, Maharashtra",NA,30+ days ago,DUTIES AND RESPONSIBILITIES: • Understanding the data requirements from stakeholders for the campaigns entrusted.,https://in.indeed.com/rc/clk?jk=c4f02ff3d9c5770d&fccid=c8ba5f454dd5d9a9&vjs=3
"Senior Analyst, Data",GXO Logistics,"Mumbai, Maharashtra",NA,30+ days ago,"Design and implement data models in Hadoop.
Define business problems, identify solutions, provide analysis and insights from the client’s data.",https://in.indeed.com/rc/clk?jk=3fce57dbbb270bd2&fccid=66530c16c7ccb793&vjs=3
